coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,vm,key,value,key...7,value...8,key...9,value...10
,10,galina,Welche Inhalte hat der 9-Punkte-Plan? (13),"Klingt sehr gut ,ob das ganze im Leben funktioniren wird?",,,,,,,2017-09-04T12:09:24Z,NULL,,vm1,,,,,,
,11,thetiger,Welche Inhalte hat der 9-Punkte-Plan? (13),"Für mich ist Punkt 9 zentral - ggf. verbunden mit Punkt 9. Wenn jemand auffällig wird, muss er sicher sein, dass er abgeschoben wird. Und da darf es keine Einwände geben - zur Not auch mit Fallschirm. Wafen - das ist ein anderes Thema, da wir sehen, dass es durchaus Sinn machen könnte die Bürger stärker zu bewaffnen.",,,,,,,2017-09-04T17:05:14Z,NULL,,vm1,,,,,,
,12,Maria25,Welche Inhalte hat der 9-Punkte-Plan? (13),"Ich bin immer dafür Hilfesuchende aufzunehmen. Aber ich finde es gut, dass man die Möglichkeit hat Leute abzuschieben, die kriminell und/oder gefährlich sind.",,,,,,,2017-09-04T19:30:51Z,NULL,,vm1,,,,,,
,13,Mewi,Welche Inhalte hat der 9-Punkte-Plan? (13),"Den ersten Punkten kann ich definitiv zustimmen. Ab Punkt 7 wird es aber kritisch. Wenn man den Online-Waffenkauf nur national verbietet, gibt es viele Schleichwege, sich die - eventuell sogar in Deutschland produzierten - Waffen über das europäische Ausland zu bestellen. Wenn dann muss das Online-Verbot europäisch gelten. Damit drängt man die Käufe aber nur in den Untergrund. Online sind sie, meines Erachtens, besser zu überwachen. Auf der anderen Seite leiden bei einem solchen Verbot die ganzen Schützenvereine. Es gibt nur noch wenige Waffengeschäfte in den Städten. Menschen, die das verantwortungsvoll als Hobby betreiben oder auch Jäger, haben dann ernsthafte Probleme sich ihr ""Sport- und Arbeitsgeräte"" zu besorgen. Ich finde, man sollte hierbei zwischen vollautomaischen Handfeuerwaffen und ""Einzelschuss-Waffen"" unterscheiden. Klar kann man mit beiden auch Menschen töten, aber ich habe noch nie einen Jäger mit einer Maschinenpistole gesehen. Gewisse Gruppen sollten auch mit Nachweisen recht problemlos an Waffen kommen können. Zu Punkt 8: Die befreundeten Geheimdienste...Also die, die uns ausspionieren. Klar liefern wir denen mehr Daten für bessere Zusammenarbeit. Und was kommt dann von denen? Heiße Luft?! An sich eine gute Idee, wird aber definitiv schwierig, wenn man sieht, welche Präsidenten/Machthaber in anderen Ländern an der Spitze stehen. Zu Punkt 9: Innerstaatliche Fluchtalternativen. Klingt super. Aber was bedeutet das für die Menschen? Wer hört, dass Deutschland alle aufnimmt und einen Floh ins Ohr gesetzt bekommt, dass dort jeder Häuser und Geld bekommt, wird kaum im eigenen Land bleiben wollen. Wenn ich hier verfolgt werden würde, würde ich ja auch nicht in eine andere Stadt umziehen, sondern Schutz im Ausland suchen. Ich bin für bessere Aufklärung in den Gebieten, aus denen die Menschen fliehen, damit sie wissen wie gefährlich eine Flucht ist und was sie wirklich erwartet. Wenn Leib und Leben bedroht sind, muss man den Menschen helfen, aber es nutzen zu viele die Situation aus. Wer kein Recht auf Aysl hat, sollte gar nicht erst das eigene Land verlassen. Nur ist das den Menschen dort nicht klar. Wenn sie erst einmal hier sind, verzögern sich die Rückführungen aus bürokratischen Gründen. Meist trifft es dann Familien, die hier bereits gut integriert sind und deren Kinder bei uns in den Schulen gut Anschluss gefunden haben. Statt generell mehr Abschiebungen zu fordern, würde ich mehr in die Präventionsarbeit investieren und Abschiebungen - auch wenn das Verfahren länger dauert - zu Einzelfallentscheidungen machen, damit es nicht die Falschen trifft.",,,,,,,2017-09-05T11:19:14Z,NULL,,vm1,,,,,,
,2,07megane,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Es mußte ja nun endlich mal etwas sinnvolles seitens der Regierung passieren, um den Zustrom der Flüchtlinge in den Griff zu bekommen.",,,,,,,2017-08-29T11:54:46Z,1,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll]",vm1,,,,,,
,3,Enrico71,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Also in erster Linie geht es um Terrorabwehr - da wird das Thema Flüchtlinge berührt, der Neun-Punkte-Plan hat aber m.E. nicht das Ziel, den Zustrom zu regeln....",,,,,,,2017-08-30T04:18:09Z,2,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll] >>> Es mußte ja nun endlich mal etwas sinnvolles seitens der Regierung passieren, um den Zustrom der Flüchtlinge in den Griff zu bekommen.",vm1,,,,,,
,4,Franzi2815,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Alles nur Schwachsinn Ist im Moment Gesprächsthema nr.1 aber in paar Wochen wieder vergessen Wie jedes andere Thema auch,,,,,,,2017-08-30T09:59:00Z,NULL,,vm1,,,,,,
,5,Julia,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Meiner Meinung nach zielt alles nur darauf ab,die Bevölkerung noch durchsichtiger zu machen,als Sie so wie so schon ist. Solch ein Plan hätte schon feststehen müssen,bevor ein Unglück passiert. Prävention ! Man geht ja auch nicht erst zum Zahnarzt , wenn alle Zähne schon gammlig sind .",,,,,,,2017-08-30T12:51:47Z,NULL,,vm1,,,,,,
,6,colbert,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Prävention ist in jedem Falle besser als Leichen aufsammeln zu müssen!,,,,,,,2017-08-30T13:21:44Z,NULL,,vm1,,,,,,
,7,stauss,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Halte ich für sinnlos.,,,,,,,2017-08-30T13:34:18Z,NULL,,vm1,,,,,,
,8,josefjungbauer,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Es ist schon mal ein guter Anfang,,,,,,,2017-08-30T15:12:35Z,NULL,,vm1,,,,,,
,9,josefjungbauer,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Es muss meiner Meinung nach, vorallem dieser 9 Punkte-Plan schnellst möglich ümgesetzt werden",,,,,,,2017-08-30T15:23:15Z,NULL,,vm1,,,,,,
,10,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Also ich kann mir nicht vorstellen das da was Vernünftiges dabei raum kommt. Bis jetzt war es doch immer so,das vor den Wahlen so viele Sachen versprochen wurden und was war nach den Wahlen?? Alles vergessen oder nicht so gemeint und so weiter. Und wenn mal einer eine gute Idee hatte so wurde er meistens von der Merkel abgeschossen. Denn sie will keine anderen Götter neben sich haben;_))",,,,,,,2017-08-30T18:44:20Z,2,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll] >>> Es mußte ja nun endlich mal etwas sinnvolles seitens der Regierung passieren, um den Zustrom der Flüchtlinge in den Griff zu bekommen.",vm1,,,,,,
,11,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Wenn von dem 9 Punkte Plan vielleicht einer über bleibt dann wäre das schon ein Erfolg.,,,,,,,2017-08-30T18:45:50Z,9,"Es muss meiner Meinung nach, vorallem dieser 9 Punkte-Plan schnellst möglich ümgesetzt werden",vm1,,,,,,
,12,Maksimo,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),der neun Punkte Plan sollte unbedingt eingehalten werden,,,,,,,2017-08-30T20:53:05Z,NULL,,vm1,,,,,,
,13,MontanaDO,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Wenn er wirklich umgesetzt wird schon gut, wenn nur geredet wird, kann natürlich nichts passieren.",,,,,,,2017-08-30T21:04:18Z,NULL,,vm1,,,,,,
,14,Vlad,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Einverstanden,,,,,,,2017-08-31T06:11:52Z,6,Prävention ist in jedem Falle besser als Leichen aufsammeln zu müssen!,vm1,,,,,,
,15,Mayakoenigin,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde den 9-Punkte-Plan sinnvoll, um die Bevölkerung mehr zu schützen.",,,,,,,2017-08-31T08:07:38Z,NULL,,vm1,,,,,,
,16,didiamor,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Es ist ja alles gut und Recht aber ich habe Bedenken das die Umsetzung alles zu lange dauert und das es noch Kompetenzstreitikeiten gibt.,,,,,,,2017-08-31T08:48:21Z,NULL,,vm1,,,,,,
,17,KAm,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"der Plan ist ja nett, nur eigentlich nicht umsetzbar. - mehr Polzisten: wo sollen die denn auf einmal herkommen? Können wir ja so machen wie bei der Bundeswehr (wenn da nicht das Problem wäre, dass sich sehr viele Rechtsorientierte, Waffenfanatiker, ... freiwillig gemeldet haben) aber ich würde die Aufstockung durchaus begrüßen. Dann müssten die bereits angestellten Polizisten nicht mehr ganz so viele Überstunden machen - bessere Zusammenarbeit zwischen den Geheimdiensten: wie wäre es mit einer zentralen Stelle in Brüssel, der dann alles, was mit Terror zu tun hat, gemeldet wird. Meinetwegen auch in Washington, damit Trump nicht gleich beleidigt ist. - bessere Vernetzung: nette Idee, ich glaube nur, dass Polen und Ungarn nicht mitspielen - Bundeswehr: s.o. - Online-Waffenkauf unterbinden: es heißt Darknet (und das nicht ohne Grund); aber wenn man schon mehr Leute beim BND einstellt, um sich darum zu kümmern, dann bitte so viele, dass Pädophile und Drogendealer gleich mitbekämpft werden Forschung: ernsthaft? islamischer Terror erforschen? Ich glaube nicht, dass uns Forschung hilft. Weder verstehen wir bis jetzt vollkommen, warum sich Leute zum IS hingezogen fühlen (allerdings kann ich das bei Rechtsradikalen auch nicht und da weiß man zumindest, dass es etwas mit Gruppendynamik zu tun hat) - Frühwarnsystem beim Asylverfahren: vielleicht sollte man sich erst mal darum kümmern, dass es nicht möglich ist, sich in drei Ländern unter drei Namen registrieren zu lassen (damit wären wir also wieder bei der besseren Vernetzung) - mehr Abschiebungen: wie wäre es, wenn man die finanziellen Mittel aus den Punkten, die nicht funktionieren können, in die Hilfe in den Ländern steckt, so dass dann weniger Flüchtlinge kommen. Das ist wahrscheinlich günstiger als die Kosten für Flug, etc. Und nur wenn wir die Gründe für die Flucht beseitigen, kann es irgendwann eine vernünftige Lösung geben - Internet besser ausspionieren: s. Darknet So, nachdem ich mir zu jedem Punkt Gedanken gemacht habe, komme ich zum Schluss: DER PLAN HÖRT SICH TOLL AN - MEHR ABER AUCH NICHT",,,,,,,2017-08-31T09:05:17Z,1,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll]",vm1,,,,,,
,18,lammar,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Mehr Abschiebungen sind halt auch Blödsinn. Abschiebungen sind inhuman, es sollten dringend Einwanderungsmöglichkeiten geschaffen werden für Menschen, die nicht asylberechtigt sind.",,,,,,,2017-08-31T09:52:56Z,NULL,,vm1,,,,,,
,19,57271,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde den 9-Punkte-Plan eigentlich gut. Wie die Umsetzung letzten Endes erfolgt, bleibt abzu- warten. Mal schauen, wie engagiert die Parteien nach der Bundestagswahl dieses Thema weiter verfolgen. Wenn man sich in Europa umschaut, kann einem Angst und Bange werden, was den Terror angeht. Fakt ist, unsere Regierung muss agieren und nicht reagieren und tätig werden, bevor Anschläge passieren können. Gegen Personen, die als 'Gefährder' eingestuft werden oder bereits durch auffälliges Verhalten ins Visier der Behörden genommen wurden, sollte schneller gehandelt werden, damit diese (den Behörden bekannten) Personen keine Anschläge mehr verüben können. (siehe Fall Amri). Meiner Meinung nach muss die Zusammenarbeit und der Informationsaustausch zwischen den einzelnen Behörden/Bundesländern besser koordiniert werden.",,,,,,,2017-08-31T11:19:26Z,NULL,,vm1,,,,,,
,20,biggi,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Es wird meines Erachtens Zeit das etwas geändert wird,nur sollte es auf jeden Fall auch Länderübergreifend sein und keine Schnellschüsse,egal in welcher Hinsicht",,,,,,,2017-08-31T12:12:46Z,NULL,,vm1,,,,,,
,21,Terror,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Halte ich für einen guten Anfang...die Frage ist nur ob sich dieser auch so umsetzten lässt!,,,,,,,2017-08-31T13:18:02Z,NULL,,vm1,,,,,,
,22,flukas,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Wie schon beschrieben-ich Anfang.,,,,,,,2017-08-31T14:04:35Z,NULL,,vm1,,,,,,
,23,anonym7,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Der Plan klingt erst mal gut. Es bleibt aber abzuwarten ob und vor allen Dingen wann die einzelnen Punkte realisierbar und anwendbar sind. Die Polizei freut sich bestimmt über mehr Personal, endlich gibt es dann mal weniger Überstunden. Auch der Online Waffenkauf sollte schnellstmöglich verboten und abgeschafft werden ( hab sowieso noch nie verstanden warum man die so einfach online kaufen kann ). ansonsten bleibt uns jetzt erst einmal: Abwarten und Tee trinken.",,,,,,,2017-08-31T14:52:48Z,NULL,,vm1,,,,,,
,24,lichtblick,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde, das es ein guter Anfang ist, der aber nur aus den Erfahrungen der Vergangenheit sich schöpft. Was ist mit noch nicht bekannten Bedrohungen die man sich heute noch nicht vorstellen kann bzw. erlebt hat? Wir stellen uns immer nur auf Vergangenes ein wie Flugzeugentführungen ( 11-9) Auto in Menschansammlungen. Wenn Terroristen Drohnen verwenden werden alle Menschenansammlungen aus der Luft geschützt? Natürlich gibt es keine 100 prozentige Sicherheit aber wie bei allen Dingen liegt das Übel an der Wurzel. Diese darf gar nicht erst einen Nährboden bekommen!",,,,,,,2017-08-31T16:28:56Z,NULL,,vm1,,,,,,
,25,yvi92,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Es klingt erstmal gut. Wie es künftig dann sein wird und ob es wirklich so klappt wie gedacht, wird sich wohl erst in der Zukunft zeigen",,,,,,,2017-08-31T17:16:32Z,NULL,,vm1,,,,,,
,26,LadyTiga,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Also ich finde auch, an für sich klingt er ja gut. Bzw. etwas überlegt. Aber wie wollen viele Dinge umgesetzt werden? Mehr Polizei? Woher? Siehe erst Hamburg mit den ganzen Ausschreitungen. Sehe ich bei uns im Ort, für einen riesen Landkreis am Wochenende gibt es nur ein Einsatzfahrzeug. Heißt teils mehrere Stunden warten, wenn was ist. Oder oft kommt keiner. Was dazu führt, das nicht mehr Polizei da ist, sonder ein Privater Sicherheitsdienst von der Stadt geholt wurde. Also der 9 Punkte Plan beruhigt mich wenig.",,,,,,,2017-08-31T18:42:11Z,NULL,,vm1,,,,,,
,27,maus,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"einerseits gut, andererseits schlecht.",,,,,,,2017-08-31T19:17:12Z,NULL,,vm1,,,,,,
,28,KM93,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Absolut nicht ausgereift und völlig unüberlegt. Eine Punkte widersprechen sehr gegen geltende Gesetze und Rechte. Ist das dann noch ein Rechtsstaat???,,,,,,,2017-08-31T20:43:05Z,NULL,,vm1,,,,,,
,29,wolf16,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Der 9-Punkte-Plan ist überwiegend aus wahltaktischen Gründen festgelegt worden, denn das Einzige, was der Bundeskanzlerin noch gefährlich werden könnte, ist ein weiter steigender Flüchtlingsstrom. Damit wird von bestehenden massiven Problemen bei der Rückführung abgelehnter Flüchtlinge abgelenkt.",,,,,,,2017-08-31T23:15:21Z,NULL,,vm1,,,,,,
,30,Sammy,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Spätestens wenn die Wahlen vorbei sind, haben die Politiker doch all ihre Versprechen wieder vergessen.",,,,,,,2017-09-01T09:09:06Z,NULL,,vm1,,,,,,
,31,anonym13,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),gebe dir vollkommen Recht :ok_hand:,,,,,,,2017-09-01T10:03:47Z,17,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll] >>> der Plan ist ja nett, nur eigentlich nicht umsetzbar. - mehr Polzisten: wo sollen die denn auf einmal herkommen? Können wir ja so machen wie bei der Bundeswehr (wenn da nicht das Problem wäre, dass sich sehr viele Rechtsorientierte, Waffenfanatiker, ... freiwillig gemeldet haben) aber ich würde die Aufstockung durchaus begrüßen. Dann müssten die bereits angestellten Polizisten nicht mehr ganz so viele Überstunden machen - bessere Zusammenarbeit zwischen den Geheimdiensten: wie wäre es mit einer zentralen Stelle in Brüssel, der dann alles, was mit Terror zu tun hat, gemeldet wird. Meinetwegen auch in Washington, damit Trump nicht gleich beleidigt ist. - bessere Vernetzung: nette Idee, ich glaube nur, dass Polen und Ungarn nicht mitspielen - Bundeswehr: s.o. - Online-Waffenkauf unterbinden: es heißt Darknet (und das nicht ohne Grund); aber wenn man schon mehr Leute beim BND einstellt, um sich darum zu kümmern, dann bitte so viele, dass Pädophile und Drogendealer gleich mitbekämpft werden Forschung: ernsthaft? islamischer Terror erforschen? Ich glaube nicht, dass uns Forschung hilft. Weder verstehen wir bis jetzt vollkommen, warum sich Leute zum IS hingezogen fühlen (allerdings kann ich das bei Rechtsradikalen auch nicht und da weiß man zumindest, dass es etwas mit Gruppendynamik zu tun hat) - Frühwarnsystem beim Asylverfahren: vielleicht sollte man sich erst mal darum kümmern, dass es nicht möglich ist, sich in drei Ländern unter drei Namen registrieren zu lassen (damit wären wir also wieder bei der besseren Vernetzung) - mehr Abschiebungen: wie wäre es, wenn man die finanziellen Mittel aus den Punkten, die nicht funktionieren können, in die Hilfe in den Ländern steckt, so dass dann weniger Flüchtlinge kommen. Das ist wahrscheinlich günstiger als die Kosten für Flug, etc. Und nur wenn wir die Gründe für die Flucht beseitigen, kann es irgendwann eine vernünftige Lösung geben - Internet besser ausspionieren: s. Darknet So, nachdem ich mir zu jedem Punkt Gedanken gemacht habe, komme ich zum Schluss: DER PLAN HÖRT SICH TOLL AN - MEHR ABER AUCH NICHT",vm1,,,,,,
,32,Livia,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde den 9 Plan sinvoll, sehr gut.....kann mich schutzen",,,,,,,2017-09-01T10:45:59Z,NULL,,vm1,,,,,,
,33,gfd,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hauptsache der Flüchtlingsstrom wird eingeschränkt.,,,,,,,2017-09-01T12:04:46Z,NULL,,vm1,,,,,,
,34,HG68,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich denke der Plan hat ganz gute Ansätze um innerhalb Europas die Terrorbekämpfung zu verbesser, aber er ist noch sehr unkonkret und es bleibt abzuwarten, inwieweit und wie konsequent die Ansätze wirklich ausgeführt werden. Ich denke, es könnte einige Probleme bei der tatsächlichen Umsetzung geben. Ich fürchte es werden zuwenig finanzielle Mittel für eine optimale Umsetzung zur Verfügung gestellt werden und ich bfürchte, dass auch die Zusammenarbeit der verschiedenen Länder und Staaten schwierig wird, weil es bestimmt irgendwelche Interessenskonflikte zwischen den beteiligten Regierungen und auch Widerstände von verschiedenen Interessengruppen innerhalb der Bevölkerungen geben wird.",,,,,,,2017-09-01T13:07:06Z,NULL,,vm1,,,,,,
,35,anonym15,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Dem kann ich nur zustimmen, zu den Schwierigkeiten der finanziellen Mittel und der schnellen reibungslosen Zusammenarbeit zwischen den Staaten sehe ich noch das Problem, dass es keine zeitlichen Vorgaben für die Durchführung des Planes gibt.",,,,,,,2017-09-01T14:25:02Z,34,"Ich denke der Plan hat ganz gute Ansätze um innerhalb Europas die Terrorbekämpfung zu verbesser, aber er ist noch sehr unkonkret und es bleibt abzuwarten, inwieweit und wie konsequent die Ansätze wirklich ausgeführt werden. Ich denke, es könnte einige Probleme bei der tatsächlichen Umsetzung geben. Ich fürchte es werden zuwenig finanzielle Mittel für eine optimale Umsetzung zur Verfügung gestellt werden und ich bfürchte, dass auch die Zusammenarbeit der verschiedenen Länder und Staaten schwierig wird, weil es bestimmt irgendwelche Interessenskonflikte zwischen den beteiligten Regierungen und auch Widerstände von verschiedenen Interessengruppen innerhalb der Bevölkerungen geben wird.",vm1,,,,,,
,36,stella,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Wie schon viele hier gesagt haben, hört sich gut an, aber die Umsetzung wird wohl nicht gelingen. Das Problem ist ein Faß ohne Boden. Wehret den Anfängen, aber dazu ist es schon lange zu spät, nur geben es die Verantwortlichen nicht zu.",,,,,,,2017-09-01T15:04:48Z,NULL,,vm1,,,,,,
,37,Steff,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ja, nur so kann es laufen. Danke, dass Du die einzelnen Punkte bewertet hast. Dass sich Menschen in Deutschland in verschiedenen Städten anmelden können, nutzen Drogenabhängige schon seit locker 40 Jahren",,,,,,,2017-09-01T17:42:46Z,17,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll] >>> der Plan ist ja nett, nur eigentlich nicht umsetzbar. - mehr Polzisten: wo sollen die denn auf einmal herkommen? Können wir ja so machen wie bei der Bundeswehr (wenn da nicht das Problem wäre, dass sich sehr viele Rechtsorientierte, Waffenfanatiker, ... freiwillig gemeldet haben) aber ich würde die Aufstockung durchaus begrüßen. Dann müssten die bereits angestellten Polizisten nicht mehr ganz so viele Überstunden machen - bessere Zusammenarbeit zwischen den Geheimdiensten: wie wäre es mit einer zentralen Stelle in Brüssel, der dann alles, was mit Terror zu tun hat, gemeldet wird. Meinetwegen auch in Washington, damit Trump nicht gleich beleidigt ist. - bessere Vernetzung: nette Idee, ich glaube nur, dass Polen und Ungarn nicht mitspielen - Bundeswehr: s.o. - Online-Waffenkauf unterbinden: es heißt Darknet (und das nicht ohne Grund); aber wenn man schon mehr Leute beim BND einstellt, um sich darum zu kümmern, dann bitte so viele, dass Pädophile und Drogendealer gleich mitbekämpft werden Forschung: ernsthaft? islamischer Terror erforschen? Ich glaube nicht, dass uns Forschung hilft. Weder verstehen wir bis jetzt vollkommen, warum sich Leute zum IS hingezogen fühlen (allerdings kann ich das bei Rechtsradikalen auch nicht und da weiß man zumindest, dass es etwas mit Gruppendynamik zu tun hat) - Frühwarnsystem beim Asylverfahren: vielleicht sollte man sich erst mal darum kümmern, dass es nicht möglich ist, sich in drei Ländern unter drei Namen registrieren zu lassen (damit wären wir also wieder bei der besseren Vernetzung) - mehr Abschiebungen: wie wäre es, wenn man die finanziellen Mittel aus den Punkten, die nicht funktionieren können, in die Hilfe in den Ländern steckt, so dass dann weniger Flüchtlinge kommen. Das ist wahrscheinlich günstiger als die Kosten für Flug, etc. Und nur wenn wir die Gründe für die Flucht beseitigen, kann es irgendwann eine vernünftige Lösung geben - Internet besser ausspionieren: s. Darknet So, nachdem ich mir zu jedem Punkt Gedanken gemacht habe, komme ich zum Schluss: DER PLAN HÖRT SICH TOLL AN - MEHR ABER AUCH NICHT",vm1,,,,,,
,38,Missi,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Da wurde sich wieder einmal ......etwas auf die schnelle überlegt, um die beunruhigten-verängstigten Bürger für einige Zeit ruhig zu stellen.",,,,,,,2017-09-01T23:23:54Z,NULL,,vm1,,,,,,
,39,renikellner,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"wäre schon super erst mal diese Punkte auch in die Tat umzusetzen ,",,,,,,,2017-09-02T09:25:32Z,NULL,,vm1,,,,,,
,40,realhumans,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Jede Maßnahme ist wichtig, aber es ist wie gesagt erst der Anfang. Ein fortlaufender Prozess, ein sich fortlaufendes Einstellen auf die aktuelle Situation. Man kann nie alles vorhersehen.",,,,,,,2017-09-02T11:40:52Z,NULL,,vm1,,,,,,
