coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,vm,key,value,key...7,value...8,key...9,value...10
,81,Sonnenschein,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Der 9 Punkte Plan ist sehr interessant, es ist jedoch fraglich ob sich der Plan ""in Kürze"" umsetzen lässt. Die Europäische Union muss und soll hier auf einer Ebene miteinander und vor allem offen und vertrauensvoll zusammen arbeiten. Eigentlich müsste so ein Plan bereits nach dem Anschlag in New York 9/11 ins Leben gerufen worden sein. Ich glaube man hat hier wertvolle Zeit verstreichen lassen und die weltweite Gefahr, auch in Deutschland nicht erkannt oder nicht wahr haben wollen!",,,,,,,2017-08-31T18:56:32Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,82,Petra,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ich finde dass gut was Birdie geschrieben hat. Egal ob nun Frau Merkel Bundeskanzlerin oder jemand anders, man muss konkret einmal die ganze Situation analysieren und dann einen Plan machen. Ohne Plan gehts wahrscheinlich gar nicht, Denn ohne Plan waere alles, im Fall eines grossen Terroranschlages, nur ein grosses Durcheinander. Ausserdem ist das richtig, dass Seehofer, oder Wagenknecht viel Geschwaetz machen aber sie sollen erst einmal selbst mit irgendeiner Loesung kommen. Die haben sie naemlich auch nicht. Und wer kann schon in das Gehirn eines Terroristen hineinschauen wie die ticken, wann und warum die einen Anschlag planen. Ich finde, wer im Vorfeld schon verdaechtig auffaellt oder aufgefallen ist, sollte ausgewiesen werden egal ob Krieggebiet oder nicht. Diese Menschen haben ihre Chance verdorben in einen Land des Friedens leben zu duerfen. Bei diesen 9 Punkte Plan wuerde ich viel schaerfer beim Ausweisungsgesetz vorgehen und mehr filtern.",,,,,,,2017-08-31T21:27:51Z,6,"Die beste Bundeskanzlerin, die wir nur haben können, hat in ihrer ruhigen und überlegten Art die gegebene Situation analysiert, Schlussfolgerungen gezogen und konkrete Massnahmen angeschoben, um erste Schritte gegen den Terrordruck aufzubauen. Das unterscheidet sie eben von Schwätzern wie Seehofer, Orban, Wilders, Wagenknecht und Konsorten, die allesamt in ihrer Unbedarftheit nichts Vergleichbares zustande bringen.",vm3,,,NULL,NULL,NULL,NULL
,83,Brandenburg03,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ging nicht weil zu dem Zeitpunkt noch nicht Merkel dran war sondern Kohl.Und der war zu dem Zeitpunkt mehr damit beschäftigt die ""DDR"" zu verramschen als sich um so was zu kümmern.Und Schröder danach hat auch nur die Politik der CDU/CSU übernommen um überhaupt gewählt zu werden.Bestes Beispiel in Berlin.Wir hatten in den 90. Jahren hier in berlin die Polizei Reserve.Die wurde eingesetzt um wichtige Sachen zu bewachen,also die Polizei zu entlasten,damit Sie zu wichtigen Dingen fahren konnten.Wurde vom Bürgermeister Diepken plattgemacht.Hat ja Geld gekostet.Heute stehen Polizisten die man warscheinlich woanders braucht vor Konsolaten und Synagogen.Was ist nun teuerer?",,,,,,,2017-08-31T21:28:16Z,55,"Ad 1) Funktioniert ja bestens, wenn man sich die ganzen Berichte über das Chaos bei den Asylverfahren liest. Hat ja auch bestens bei dem Bundeswehrsoldaten Franco A. funktioniert. M.E. braucht es hier viel mehr erfahrenes Personal, was jedoch bei der Flut der Anträge ein schwieriges Unterfangen sein wird. Erst dann kann überhaupt von einem ""Frühwarnsystem"" gesprochen werden. Ad 2) Oh ja, das klappt auch bestens. Von den 120 geschaffenen Stellen als Kommissaranwärter beim BKA wurden letztes Jahr nur 62 besetzt. Ad 3) Hier müssen sehr enge Grenzen der Entschlüsselung gesetzt werden, da man sonst in einer totalen Überwachung endet. Ad 4) Ich denke, dass die gut ausgebildete Polizei hier mehr leisten könnte als die Bundeswehr. Eigens eingerichtete Einheiten der Polizei zur Terrorabwehr sind m.E. sinnvoller. Ad 6) Warum erst jetzt und nicht schon vor 20 Jahren? Unfassbar, dass Europa in diesem Bereich immer noch so rückständig ist. Dieser Punkt sollte umgehend umgesetzt und nicht erst als Plan gesehen werden. Ad 7) Auch hier: Warum schon nicht viel früher? Ad 8) Auch hier gibt es einige Berichte, die zeigen, dass die Informationen ausländischer Geheimdienste nicht ernstgenommen wurden. Wer oder was ""befreundete"" Dienste sind, erschließt sich mir nicht. Ad 9) Ja, genau, warum selbst nachdenken, wenn man McKinsey bezahlen kann? Unfassbar, dass man nicht in der Lage ist, dies selbst zu bewältigen. Ich sehe diesen Plan als eine Aneinanderreihung von Forderungen und Aufzählen von Defiziten, die bereits in den letzten 20 Jahren hätten längst umgesetzt und behoben werden sollen. Und da dies nicht geschehen ist, ist es in meinen Augen überhaupt fraglich, ob es jetzt auf die Schnelle umgesetzt werden kann oder einfach weiterhin als ein ""Plan"" untergehen wird. Momentan tendiere ich eher zum Letzteren.",vm3,,,+1|retort,"[""den27""]",NULL,NULL
,84,lisa5953,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Das sehe ich genauso.,,,,,,,2017-09-01T05:19:04Z,12,Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen.,vm3,,,NULL,NULL,NULL,NULL
,85,HenryDusch,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Gut das ist,,,,,,,2017-09-01T07:37:54Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,86,meinemeinung,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Nach meinem jetzigen Kenntnisstand damit einverstanden,,,,,,,2017-09-01T09:57:04Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,87,goertz,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),konkretisierungen sind natürlich nötig. der teufel steckt im detail. also abwarten. aber ursachenbekämfung gehört schon noch in den katalog.,,,,,,,2017-09-01T10:00:50Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,88,Testhexe,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ich finde diesen Plan sehr gut. Allerdings sollte die Durchführung zum Schutz jeden Bürgers längst zum Standard gehören. Zumindest die Punkte, die auch ohne langwierige Abstimmungen oder Genehmigungen etc. abgewickelt werden können. Es stellt sich mir die Frage, ob da der Wahlkampf nicht im Vordergrund steht?",,,,,,,2017-09-01T10:22:18Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,89,Rigobert,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Der Datenfluss innerhalb Europas muss wirklich verbessert werden - das hat ja auch der Anschlag in Barcelona gezeigt: Belgien hätte da schon aufmerksam werden müssen,,,,,,,2017-09-01T10:27:39Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,90,Rigobert,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"bisher ja, aber sollte an es ändern?",,,,,,,2017-09-01T10:28:21Z,2,Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz.,vm3,,,NULL,NULL,NULL,NULL
,91,anonym14,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Aber eine gewisse Transparenz ist halt notwendig.. Sonst kann nunmal nichts überprüft werden. Also ich muss nichts befürchten, dann ist das schon okay.. Ich glaube kaum, dass ein Mitarbeiter der Regierung Interesse daran hat, mich länger zu überprüfen ;O))",,,,,,,2017-09-01T10:31:32Z,79,"Ich habe Angst, dass jetzt alles im Internet überwacht wird und wir wieder der totale Überwachungsstaat werden. Ich habe auch Angst, wenn die Bundeswehr im Inland kämpfen darf denn um die Ecke bei mir ist eine Kaserne mit Soldaten aus den USA und die trainieren die letzte Zeit schon die ganze Zeit und fliegen ganz tief mit dem Hubschrauber über die Häuser.",vm3,,,NULL,NULL,NULL,NULL
,92,Fabienne3,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Bundeswehr im Inneren einsetzen ist nur dann sinnvoll, wenn diese den richtigen Befehlen folgt. Soll es gegen das eigene Volk eingesetzt werden oder gegen was oder wen? Bei Terroranschlägen mit der Bundeswehr zu agieren halte ich für sinnlos, da das Kind dann schon in den Brunnen gefallen ist. Mehr Polizei wäre schön, ist aber nicht auf die Schnelle umsetzbar. Woher sollen die Leute mit guter Ausbildung denn kommen? In der Zwischenzeit gehen anderen in Rente und das Spielchen geht weiter. Forschung und Prävention bei Radikalisierung. Was soll denn da erforscht werden, warum die Leute sich einer Ideologie anschließen, die ihnen Macht bringt und geduldet wird? Netter Versuch. Ich kenne gläubige Muslime, die sich ordentlich und trotzdem ihrem Glauben konform verhalten, die lachen sich kaputt. Diese Menschen denken anders, da sie anders erzogen werden. Mehr Datenfluss, besonders sinnvoll, wenn keine vorhanden sind, da die Grenzen ungehindert von A nach B durchquert werden können und Kriminelle genug Möglichkeiten haben unterzutauchen oder sich andere Identitäten zu besorgen. Das gleiche gilt für Kooperation mit Geheimdiensten. Online Waffenhandel kann nie gut sein und muss bekämpft werden aber die Leute, welche eine Waffe wollen, bekommen diese auf jeden Fall oder schleppen sie aus anderen Ländern zu den Anschlagsorten. Über die Abschiebungen äußere ich mich nicht. Man muss sich nur die Zahlen anschauen, wie viele auf Duldung in Deutschland leben, das reicht.",,,,,,,2017-09-01T10:52:33Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,93,Bozzgen,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ich finde es seltsam, dass die ganzen Pläne immer kurz vor den Wahlen erscheinen. Wieso gab es keinen Plan, als die Flüchtlingswelle auf uns zu rollte ? Die Politiker reagieren immer nur wenn es um die Wahlen geht. Ansonsten sind wir und unser Leben den Politikern nicht von großer Bedeutung und das ist echt traurig.",,,,,,,2017-09-01T11:05:25Z,NULL,,vm3,,,+1|retort,"[""den27"", ""garda""]",NULL,NULL
,94,Karin,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Einige Punkte, wie die die Verstärkung der Polizei und die Förderung von Forschung zur Terrorismusprävention, sind auf jeden Fall sehr sinnvoll (wenn sie denn tatsächlich umgesetzt werden). Bundeswehr im Inland halte ich für eine sehr schlechte und mMn gefährliche Idee. Das Frühwarnsystem ist an sich eine gute Idee, der Fokus sollte aber nicht zu sehr auf Flüchtlinge gesetzt werden, weil viele islamistische Terroristen (zum Beispiel ein Großteil der Terrorzellen in Belgien) nicht als Flüchtlinge gemeldet sind, sondern die Nationalitäten von EU-Staaten haben und diese nicht übersehen werden sollten. Den Punkten zum vermehrten Datenaustausch und Überwachung stehe ich sehr, sehr skeptisch gegenüber. Einerseits glaube ich nicht daran, dass eine Ausweitung der Überwachung und Generalüberwachung etwas bringt (im Gegenteil, die Ressourcen sollten vielmehr auf eine bessere Überwachung der bekannten Verdächtigen konzentriert werden, sonst gehen die wirklich Gefährlichen im Datenwirrwarr unter), andererseits ist das Missbrauchspotenzial einfach sehr hoch. Eine bessere Kommunikation der einzelnen EU-Staaten wäre allerdings wünschenswert, es darf zB nicht sein, dass ein gesuchter Mörder in einem anderen Staat nicht als solcher erkannt wird. Die Unterbindung des Online-Waffenkaufs ist auf jeden Fall sinnvoll und notwendig. Kooperation zwischen den Geheimdiensten ist schön und gut, allerdings sollte auch hier darauf geachtet werden, dass wir nicht zum Überwachungsstaat mutieren, genau das ist es ja, was die Terroristen bezwecken. Mehr Abschiebungen haben nicht wirklich etwas mit dem Thema zu tun. Es geht nicht um ""mehr"" Abschiebungen, sondern darum, dass die tatsächlichen Gefährder bekannt und bestraft werden. Gefährder einfach in andere Länder abzuschieben, damit die dort weiter gefährden, ist ebenso sinnlos wie unschuldige Personen abzuschieben.",,,,,,,2017-09-01T11:56:15Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,95,Bully,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Punkte die man vor Ort als unterstützende Maßnahme zählen kann, aber leider dort schon zu spät. Aus meiner Sicht müssen die Länder woher der Terror kommt, befriedet werden. Die UN muss hier endlich die entsprechenden Maßnahmen ergreifen und nicht nur Beschlüsse fassen, an denen sich keiner hält.",,,,,,,2017-09-01T12:40:02Z,1,"<div class=""wrap""><img src=""/uploads/default/original/1X/b4171927df570329648dc90cf24dbc1eeaf27979.jpg"" width=""690"" height=""388""></div> Am 28.07.2016 hat Bundeskanzlerin Angela Merkel ihren Neun-Punkte-Plan zur Terrorbekämpfung vorgestellt. Er gilt als eine Reaktion auf die Terroranschläge der vergangenen Zeit. Das sind die neun Punkte in der Gesamtübersicht: **1. Frühwarnsystem** Zu Merkels Konzept gehört ein „besseres Frühwarnsystem“, das Behörden bereits dann ein Tätigwerden ermöglicht, wenn bei Asylverfahren Hinweise auf eine Radikalisierung erkennbar werden. **2. Mehr Personal** Die Polizei soll durch personelle und technische Maßnahmen gestärkt werden. **3. Stelle zur Entschlüsselung der Netzkommunikation** Die bereits beschlossene zentrale Stelle für Informationstechnik im Sicherheitsbereich zur Entschlüsselung der Internetkommunikation sollte schnellstmöglich aufgebaut werden. **4. Bundeswehr** Bundeswehreinsätze im Inneren sollen bei großen Terroranschlägen möglich werden. Dazu zählen gemeinsame Übungen von Bundeswehr und Polizei. **5. Forschung und Prävention** Alle bestehenden Forschungsvorhaben zum islamistischen Terror und zur Radikalisierung von Menschen sollen fortgesetzt und gegebenenfalls erweitert werden. **6. Mehr Datenfluss in Europa** Auf europäischer Ebene sollen alle bestehenden Dateien schnellstmöglich vernetzt werden. **7. Online-Waffenkauf unterbinden** Das neue europäische Waffenrecht muss schnellstmöglich verabschiedet werden. Auf nationaler Ebene soll der Handel oder Kauf von Waffen online nicht mehr möglich sein. **8. Stärkere Kooperation der Geheimdienste** Die Kooperation mit befreundeten Diensten soll verstärkt und Aufklärung beschleunigt werden. So kann das Kommunikationsverhalten der Täter besser analysiert werden. **9. Mehr Abschiebungen** Die Anstrengungen zur Rückführung von Flüchtlingen in ihre Herkunftsländer müssen verstärkt werden, so Merkel. Was denken Sie über den Plan? Geht er zu weit, zu kurz? Welche Punkte würden Sie streichen? Welche Punkte würden Sie neu aufnehmen? Falls Sie weitere Hintergrundinformationen zum Plan suchen, können Sie [hier](https://beteiligungsplattform3.iwvi.uni-koblenz.de/t/welche-inhalte-hat-der-9-punkte-plan/24) eine ausführlichere Darstellung der Punkte sehen. [Hier](https://beteiligungsplattform3.iwvi.uni-koblenz.de/t/wie-wurde-der-9-punkte-plan-in-den-medien-bewertet/23) haben wir Ihnen Berichte zusammengestellt, wie der Plan in den Medien bewertet und kommentiert wurde. ## Sagen Sie uns Ihre Meinung!",vm3,,,NULL,NULL,NULL,NULL
,96,scratchy,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Und was kommt als nächstes? Deine Oma schreibt dir, dass du noch xy€ zum Geburtstag bekommst und auf einmal wird sie angezeigt weil sie keine Schenkungssteuer etc bezahlt hat?! Der Staat braucht meiner Meinung nach nicht alles lesen dürfen!!",,,,,,,2017-09-01T13:16:04Z,91,"Ich habe Angst, dass jetzt alles im Internet überwacht wird und wir wieder der totale Überwachungsstaat werden. Ich habe auch Angst, wenn die Bundeswehr im Inland kämpfen darf denn um die Ecke bei mir ist eine Kaserne mit Soldaten aus den USA und die trainieren die letzte Zeit schon die ganze Zeit und fliegen ganz tief mit dem Hubschrauber über die Häuser. >>> Aber eine gewisse Transparenz ist halt notwendig.. Sonst kann nunmal nichts überprüft werden. Also ich muss nichts befürchten, dann ist das schon okay.. Ich glaube kaum, dass ein Mitarbeiter der Regierung Interesse daran hat, mich länger zu überprüfen ;O))",vm3,,,NULL,NULL,NULL,NULL
,97,Engel,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Der Zug ist schon längst abgefahren. Im Vorfeld wurde zuviel versäumt.,,,,,,,2017-09-01T15:14:55Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,98,RamsesXII,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Wie so viele bisherigen Vorschläge der Regierung steht herzlich wenig Konkretes darin. Zu 1.: Ein ""Frühwarnsystem"" klingt ja ganz gut, aber wie soll es denn funktionieren, wenn die zuständigen Behörden bei der Datenerfassung nicht sorgfältig genug arbeiten, wenn nicht genügend zuverlässige Dolmetscher zur Verfügung stehen, Daten der Ersterfassung nicht weiter gereicht werden oder auch die exakte Religionszugehörigkeit (nicht nur Muslim, Christ usw., sondern Sunnit, Schiit usw.) nicht erfasst wird. Zu 2.: Dass die Polizei gestärkt werden soll, ist ja seit langem ein dringendes Desiderat. Allerdings ist bisher wenig passiert, so dass ich skeptisch bin, ob es diesmal etwas wird. Zu 3.: Diesen Punkt halte ich für völlig überflüssig, weil damit nur die Daten unbescholtener Bürger aufgezeichnet und gespeichert werden. Leute, die etwas Kriminelles planen, nutzen Kommunikationswege, die man mit Hilfe der ""normalen"" Telefon-Daten-Erfassung nicht anzapfen kann... Zu 4.: Was soll das? Erwarten wir etwa den Einfall von Legionen von Terroristen? Wenn die Polizei ausreichend gerüstet ist (siehe Punkt 2) und auch über entsprechend ausgebildete und ausgerüstete Spezialkräfte verfügt, sollte das reichen. Zu 5.: Wenn man doch nur sehr viel mehr auf die ausreichend vorhandenen Sachkundigen (z.B. Islamwissenschaftler) hören würde! Und man sollte sich keinesfalls mit den Falschen zusammentun: Es war von vornherein unklug, eine Lösung des Flüchtlingsproblems mit Hilfe der Türkei in Angriff zu nehemen, da die Türkei selbst Teil des Problems ist, wie jetzt immer deutlicher auch von ""Nichtkundigen"" festgestellt werden kann. Und dass man die Ahmadije-Gemeinde an den Rand gedrängt un dstatt dessen mit DITIB zusammengearbietet hat, war ein großer Fehler! Zu 6.: Das ist so ziemlich der einzige sinnvole Vorschlag. Bessere Vernetzung muss es aber auch schon innerhalb der deutschen Behörden und Ämter geben. Bisher wird der Datenaustausch ausgebremst, weil jede Behörde mit einer anderen Software arbeitet. Und dann müssen natürlich Hinweise von anderen Ämtern auch ernst genommen werden und nicht in der Schreibtisch-Schublade landen... Zu 7.: Wie soll das, bitte schön, gehen? Bei Amazon kann man ohnehin keine Waffen kaufen. Und das Darknet geht auch nicht so einfach auszuschalten. Außerdem findet jemand, der sich Waffen verschaffen will, immer einen Weg... Zu 8.: Kling erst mal gut, aber: wie ist das konkret gemeint? Nach den bisherigen Erfahrungen kommt es erst einmal zur uneingeschränkten Datensammelei, die weit darüber hinaus geht, was einst die Stasi getan hat... Zu 9.: Mit diesem Punkt wird immer wieder hausiert. Doch in der Realität geht das gar nicht, weil entweder die ""Herkunftsländer"" niemanden zurück nehmen oder gar nicht eindeutig geklärt ist, wo der Betroffene herkommt usw. Und wer sich verstecken will, dem gelingt das auch. Die wirklich gefährlichen Leute entgehen den Behörden. Statt dessen werden Menschen abgeschoben, die sich gar nichts haben zu Schulden kommen lassen, die nur bestimmte Kriterien nicht erfüllen...",,,,,,,2017-09-01T16:02:00Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
