post_number,topic,user,raw,created_at,reply_to_post_number,key,value
17,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Balkon511,"Hallo,ja man ist sehr Eingeschränkt, im leben deswegen man kann nicht mehr abends alleine in Die Dtadt gehen ohne das man Angst haben muß,oder zumindest der gedanke ist da ,das war früher nicht so,man sollte da viel härter durch greifen,und auch die Gesetzt besser anwenden,ohne wen und aber ,wer anderen unschuldige Bürger Leid zufügt,sollte dafür gerade stehen,und zwar mit allen harten mitteln ,ansonsten ,lachen die uns noch hinterher aus.",2017-08-31 10:53:05.851483,NULL,NULL,NULL
18,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),mejupa,"Ich war bei den letzten Terroranschlägen in London vor Ort; wir sollten uns vom Verhalten der Menschen dort nach dem Terror eine Scheibe abschneiden: Ruhig handeln, nicht wie unsere Politiker*innen, die viel zu sehr auf das Hören, was der kleine Mann oder die kleine Frau wollen. Wir brauchen nicht mehr Überwachung der Bevölkerung, sondern gezieltes Handeln. Ich möchte in keinem Land leben, in dem ich Angst haben muss, überwacht zu werden.",2017-08-31 11:30:57.704207,NULL,NULL,NULL
19,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),thr79,"Ich habe zum Glück keine direkten Erfahrungen mit Terror gemacht.... aber ich weiss das hier nicht nur die ISIS zu fähig ist..... wir Deutsche können/konnten das auch....sowas wird leider vergessen, daher empfehle ich die Filme wenigstens anzusehen über RAF und NSU..... also Terror nicht 0 Syrer und nicht = IS.... klar es war in der letzten Zeit meist der Fall, aber es wird schwer diese Art von dreckigem Krieg i den Griff zu bekommen! LEIDER! Aber keinen mehr ins Land lassen, wird meiner Meinung nach das Gegenteil bewirken.... noch mehr Hass = noch mehr Terror! Gegen gewaschene Gehirne ist leider noch kein Kraut gewachsen! Der Plan könnte von jedem sein.... Frau Merkel wird er im Wahlkampf helfen, auch wenn er Terror nicht auschliessen kann!",2017-08-31 12:18:56.204797,NULL,NULL,NULL
20,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Pirol01,Ich schließe mich thr79 an. Erfahrungen habe ich nicht gemacht und lege da auch keinen Wert drauf. Ich habe genug vor meiner eigenen Haustür zu kehren.,2017-08-31 13:45:25.852619,NULL,NULL,NULL
21,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),anonym8,"Persönlich habe ich noch keine Erfahrungen gemacht, Überlege jetzt jedoch genau,ob ich noch in das Ausland,bzw.Großstädte oder Großveranstaltungen fahre,Eigentlich schade,daß man sich selbst so blockiert.",2017-08-31 15:45:08.215801,NULL,NULL,NULL
22,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Vicky,"Bei Großveranstaltungen achte ich schon auf vorhandene Sicherheitsmaßnahmen wie Taschenkontrollen oder Straßensperren. Im Kopf spielt sich das Szenario ab, was wäre wenn es genau jetzt passieren würde - welcher Notausgang wäre im Fall der Fälle der nächste, wie müsste ich besonnen reagieren. Indem ich mir im Kopf einen Plan zulege, wie beim Betreten eines Flugzeugs, versuche ich mich sicherer und auf den Ernstfall vorbereitet zu fühlen. Den Spaß möchte ich mir nicht verderben lassen, aber die Möglichkeit, dass etwas geschehen könnte, ist präsenter als noch vor Jahren.",2017-09-01 00:49:34.60463,NULL,NULL,NULL
23,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),BlackJack,"direkte Erfahrungen habe ich keine gemacht. Einfluss auf mein Leben hat der aktuelle Terror genauso wenig wie der Terror des 20. Jhds. was mich dieses Jahr genervt hat waren aber völlig sinnfreie Verbote bei den Festivals, die ich besucht habe. Wenn man im Innenbereich gegenstände kaufen kann, die zum Mitbringen aufgrund ihrer Gefährlichkeit verboten sind, ist das Verbot offensichtlich komplett sinnloser Aktionismnus.",2017-09-01 01:40:23.647931,NULL,NULL,NULL
24,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Janne,"Man geht gerade zu Großveranstaltungen immer mit einem sehr mulmigen Gefühl. Natürlich sollte man sich durch Terror nicht in seiner Freiheit einschränken lassen, aber sicher kann man sich leider nicht mehr fühlen.",2017-09-01 09:56:17.690798,NULL,+1|retort,"[""Realitaet""]"
25,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),schwanenfamilie23,Habe Gott sei Dank selbser noch keine erlebt!,2017-09-01 11:38:27.929876,NULL,NULL,NULL
26,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Pabi,"Persönlich habe ich Gott sei dank noch keine Erfahrung mit Terror gemacht. Vor dem Besuch unserer letzten Großveranstaltung habe ich allerdings schon kurz daran gedacht, aber die absolute Sicherheit gibt es halt nicht, egal wo man gerade ist.",2017-09-01 12:49:38.088215,NULL,NULL,NULL
27,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Tim,"Ich habe zum Glück noch keinen Terroranschlag miterlebt. Ich finde auch, dass unser normales tägliches Leben wie bisher weitergehen sollte und wir uns von dem Terror nicht die Freiheit nehmen sollten. Dennoch ""erwischt"" man sich dabei, dass man sein eigenes Verhalten ändert - wenn auch nur gering. Ich merke selbst, dass man bei Großveranstaltungen nachschaut, wo sich der nächste Notausgang befindet. Das man umsichtiger ist.",2017-09-01 12:59:49.062867,NULL,NULL,NULL
28,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Konstanze,"Ich habe zum Glück noch keine persönlichen Erfahrungen mit Terror gemacht. Aber ich habe Verwandte in Berlin, und als das Attentat auf dem Weihnachtsmarkt im Dezember 2016 passierte, war ich sehr besorgt und vollkommen verängstigt. Man steht so fassungslos demgegenüber und kann nichts machen. Zum Glück waren meine Verwandten nicht betroffen, aber die Angst saß tief. Ich habe jetzt immer Bedenken,wo sich große Menschenmengen aufhalten und versuche, sie zu vermeiden. Aber das ist auch nicht immer möglich. Großveranstaltungen machen mir Angst.",2017-09-01 14:56:54.230633,NULL,NULL,NULL
29,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),annana,"Zum Glück habe ich noch keine persönlichen Erfahrungen mit Terror gemacht. Jedoch ist er durch die Medien allgegenwärtig. Es wäre meiner Meinung nach die falsche Reaktion, sich vom Terror in seinem Alltag bzw. in seiner Freiheit einschränken zu lassen. Das ist das Ziel der Terroristen.",2017-09-01 15:46:22.640594,NULL,+1|retort,"[""Konstanze""]"
30,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Heiko,"Ich war am Tag des Anschlags im Münchner Olympiazentrum auf der Arbeit . In München herrschte der Ausnahmezustand . Ich konnte mit den öffentlichen Verkehrsmitteln nicht nach Hause fahren und musste im Hotel schlafen . Mein Lebensgefährte hat genau an dem Ort wo der Anschlag passiert ist in einem Schmuckgeschäft gearbeitet . Gott sei dank , will man da schon sagen hatte er genau an dem Tag frei .",2017-09-01 17:24:24.136706,NULL,NULL,NULL
31,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Murmel21,"Wir haben im November 2015 das Fussballspiel angeschaut, als vor dem Stadion die Bomben explodierten. Sonst habe ich bisher keine nähere Erfahrungen mit Terror. GsD.",2017-09-01 19:18:22.755998,NULL,NULL,NULL
32,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),LOTGER,"Meine Familie und ich werden vom Terror nur soweit tangiert, wie es in den Medien berichtet wird. Haben bisher immer Glück gehabt, weit weg vom Ereignis zu sein. Das kann sich aber jederzeit plötzlich ändern.",2017-09-01 20:01:19.521021,NULL,NULL,NULL
33,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),sylree,"Ich habe noch keine Erfahrungen gemacht, aber ich denke man ist überall gleich sicher oder unsicher. Daher scherrt mich das alles kein bißchen. Ich gehe überall hin wo ich will und Berichte über Terror schalte ich wegen Langeweile gleich wieder aus.",2017-09-01 20:10:45.706393,NULL,NULL,NULL
34,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Nin,"Hatte bisher noch nichts damit zu tun.. Jede neue Meldung dass wieder etwas passiert ist nimmt mich natürlich ziemlich mit, und führt leider dazu dass ich im Alltag mit einer ziemlichen Angst vor Terror lebe, die zu großem Misstrauen gegenüber den Mitmenschen führt (aber nicht gegenüber Flüchtlingen, eher allgemein). Habe zum Beispiel Angst, dass Autos absichtlich in mich reinfahren, wenn ich an einer Straße entlanggehe. Die Angst ebbt immer ab, wenn Zeit vergeht (bis zu einer neuen Meldung). Rationales Denken (also dass ein Autounfall etc viel wahrscheinlicher ist), hilft mir leider nicht. Beim Fliegen / am Flughafen habe ich auch Angst vor Terroristen und fliege nur noch sehr ungern, anders als früher, und habe auch Angst um meine Liebsten wenn die fliegen. Insgesamt denke ich viel mehr über den Tod nach als früher, auch wenn es wie gesagt irrational ist, da ein Tod durch Terrorismus statistisch sehr unwahrscheinlich ist. Ich bin leider überzeugt davon dass ständig neue Terroranschläge geschehen werden, bei uns. Wenn sie weiter weg irgendwo auf der Welt geschehen , finde ich es natürlich ebenso schrecklich, doch bei Anschlägen in meiner Nähe (Europa) kommt noch eine Dimension dazu die den Alltag noch mehr mitbestimmt - die blanke Angst (nicht nur Trauer, Fassungslosigkeit und Wut). Das macht die Anschläge bei uns nicht schlimmer, aber sie sind aus subjektiver Sicht einfach relevanter mit der Konsequenz dass sie Angst machen. Eine Folge des Terrors ist auch dass ich heutzutage viel weniger Nachrichten lese /gucke, weil ich mit den negativen Infos nicht mehr so gut klarkomme. Wie erwähnt ist all dies so v.a. unmittelbar nach einem Anschlag und wird dann mit den Tagen und Wochen besser, sodass ich nicht mehr täglich daran denken muss. In meinem Umfeld (Freunde und Familie) haben die meisten keine Angst, weil sie sagen dass es irrational ist und man eh nichts daran ändern kann. Ich stimme dem zu, habe aber leider trotzdem Angst!",2017-09-01 23:01:14.757291,NULL,NULL,NULL
35,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),hbss,weggucken weggucken weggucken dannn werden vor allem opfer verspottet aber sobald zb im bahnhof schlaegerei beginnt alle gucken weg schon oft erebt auch wenn kinder verdroschen werden denn das motto der deutschen ist gewalt in der familie ich ruf nur die polizei wenn sie so laut schreien dass der fernseher belaestigt wird fragen Sie mal ein paar geschlagene frauen,2017-09-02 09:06:30.715172,NULL,+1|retort,"[""Ampelmann""]"
36,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Konstanze,"Ich habe zum Glück bisher noch keinen Terror erlebt ,aber die Ereigneiise, die im Fernsehen gezeigt werden,belasten mich sehr, Wegsehen ist nicht richtig , meiner Meinung nach. Hier muss aktiv und resolut eingegriffen werden, es kann nicht sein, das solche Dinge passieren. Es ist für mich vollkommen unverständlich, das Menschen sterben müssen, nur weil sie zur falschen Zeit am falschen Ort waren. Jeder kann in solche Situationen kommen, Wenn man früh aus dem Haus geht, weiß man nie, ob man wieder gesund nach Hause kommt. In was für einer zeit leben wir denn? Wie soll man das den Kindern erklären? Man sitzt fassungslos vor dem Fernsehgerät und findet keine Worte.",2017-09-03 06:43:40.070434,NULL,NULL,NULL
37,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),anonym11,"Ich habe die Ereignisse, die im Fernsehen gezeigt werden, genauso wie mit der Gefahr, bei einem Autounfall, bei einem Arbeitsunfall, durch Krankheit oder was es sonst noch an 'Lebensgefährlichen Umständen gibt. Ich nehme an der von den Medien geschürten “Hysterie NICHT Teil“ außer dass ich sie kritisiere, noch mehr allerdings kritisiere ich die Reaktion der Politiker, diese geschürte Hysterie zum Anlass zu nehmen, Freiheiten und Bürgerrechte “noch mehr“ ein zu schränken! Die Terrorgefahr, hier muss aktiv und resolut eingegriffen werden, es kann nicht sein, das solche Dinge passieren. Ich vertraue auf die Sicherheitsorgane, beachte Hinweise, wenn solche gegeben werden sollten, und lebe ansonsten völlig normal weiter, fahre mit der Bahn, gehe ins Restaurant und ins Kino. Es ist für mich vollkommen unverständlich, dass Menschen sterben müssen, nur weil sie zur falschen Zeit am falschen Ort waren. Jeder kann in solche Situationen kommen, wenn man früh aus dem Haus geht, weiß man nie, ob man wieder gesund nach Hause kommt. In was für einer Zeit leben wir denn? Wie soll man das den Kindern erklären? Man sitzt fassungslos vor dem Fernsehgerät und findet keine Worte. Aber man darf keine Angsthaben den dann haben sie gewonnen!",2017-09-03 07:31:53.30439,NULL,+1|retort,"[""anonym11""]"
38,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Lolo,"Ich hatte zum Glück keine näheren Erfahrungen mit Terror... Der Anschlag in Berlin kurz vor Weihnachten war genau eine Woche, nachdem ich selbst in Berlin auf einer Schulung war. Erschreckend!",2017-09-03 15:36:40.070405,NULL,NULL,NULL
39,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),rumpelheinrich,"Meine jügste Tochter lebt in Berlin und war am Tag des Anschlags auf den Berliner Weihnachtsmarkt auch in der Stadt unterwegs. Da ich nicht wußte, wo sie war, habe ich doch ein sehr mulmiges Gefühl gehabt. Erst als sie eine SMS geschickt hat, dass sie gesund zu Hause ist, konnte ich entspannen. Insgesamt versuche ich mich nicht von Hysterie anstecken zu lassen, aber bedrohlich finde ich es trotzdem.",2017-09-03 21:11:43.358374,NULL,+1|retort,"[""Konstanze""]"
40,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),kikisworld,Wir leben in einer eher ländlichen Gegend und haben hier noch überhaupt keine Probleme mit Terror.Wir haben eine gute Migrationspolitik.Die Flüchtlinge die bei uns sind integrieren sich sehr gut und nehmen am Leben teil.Viele arbeiten auch bereits . Persönlich habe ich keine Erfahrung mit Terror gemacht.Bekomme das nur über die Medien mit.,2017-09-04 02:00:38.948598,NULL,NULL,NULL
41,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),karina64,"wenn ich auf flughäfen bin,besonders im arab.raum bin ich heute im gegensatz zu vor jahren etwas aufmerksamer unnd beobachte mehr",2017-09-04 08:41:25.16293,NULL,NULL,NULL
42,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),schalkerin13,Ich hatte zum Glück keine näheren Erfahrungen mit Terror,2017-09-05 06:25:02.793673,NULL,NULL,NULL
43,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Ratz,So geht es mir auch.,2017-09-05 07:26:23.152105,8,NULL,NULL
44,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Betty,"Zum Glück habe ich bislang auch keine persönlichen Erfahrungen mit Terror machen müssen. Was nichts daran ändert, man sich immer Sorgen macht, wenn man so eine Schreckensmeldung hört. Ich bin immer tagelang ganz geschockt und leide auch mit den fremden und deren Angehörigen, die Ihre liebsten verlieren aufgrund solcher Geschehnisse.",2017-09-05 10:09:45.39347,NULL,NULL,NULL
45,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),Konstanze,"So geht es mir auch. Ich habe liebe Freunde in Berlin und als der Anschlag auf dem Weihnachtsmarkt passiere, war ich sehr besorgt. Erst als dann der Rückruf kam, habe mich mich etwas beruhigt. Auch ich leide mit den Fremden und vor allem mit den Angehörigen mit, wenn solche Schreckensmeldungen kommen. Das muss einfach aufhören!",2017-09-05 15:22:13.105178,44,NULL,N
1,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),system,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll]",2017-07-27 12:10:45.082027,NULL,+1|retort,"[""daniela"", ""LiliRush"", ""anonym6"", ""Matze"", ""Nin""]"
2,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),schnellboot,"Als Überflüssig, da wir ohne die katastrophale Politik dieser "" Regierung "" garnicht in der Situation waeren.",2017-08-29 11:48:04.271399,NULL,+1|retort,"[""Miss69"", ""Realitaet"", ""Ampelmann"", ""Heiko""]"
3,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),LiliRush,wenn auch mal gehandelt wird könnte es gut sein,2017-08-29 17:37:03.541327,NULL,+1|retort,"[""Miss69"", ""Petra"", ""Realitaet""]"
4,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Betty,"Mit Reden und beschließen ist es nicht getan, die Umsetzung dauert viel zu lange",2017-08-30 10:25:28.788408,NULL,+1|retort,"[""Konstanze"", ""Krereg""]"
5,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),thr79,"Ich finde den 9 Punkte Plan soweit gut..... aber ich glaube alle Terrorangriffe der letzten Monate hätten damit auch nicht verhindert werden können. Nie gab es irgend ein Anzeichen.... Das hat auch nix mit der Regierung zutun....es gab auch deutschen Terror... RAF und NSU...... die Fälle sind bis heute nicht abgeschlossen..... wer denkt das es an de Flüchtlinge liegt die her kommen, der irrt sich !",2017-08-30 10:54:53.865938,NULL,+1|retort,"[""daniela"", ""heideulm"", ""Elvis"", ""whisky"", ""Arrival""]"
6,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),ruberall,"Ein Plan bringt gar nichts, wenn er nicht umgesetzt wird ! Ob damit neue Anschläge verhindert werden könnne, glaube ich nicht. Siehe Italien, da ist der Teufel los, dort ist die Situation schon fast nicht mehr zu ertragen Es ist erstaunlich das darüber nichts berichtet wird. Urlauber die in Neapel waren oder woanders sind sprachlos was da passiert !",2017-08-30 12:16:12.937146,NULL,+1|retort,"[""daniela"", ""heideulm"", ""Ampelmann"", ""Heiko""]"
7,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),1234abcd,Ein guter Anfang!,2017-08-30 13:27:54.940805,NULL,+1|retort,"[""Petra""]"
8,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),chrissi,Papier ist geduldig. Es muss auch umgesetzt werden,2017-08-30 13:47:12.360069,NULL,NULL,NULL
9,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Johann13,"Grundsätzlich halte ich den Plan für gut, denn wir können uns nicht weiter -insbesondere vom Islam- tyransieren lassen. Jetz bedarf es aber einer sehr raschen Umsetzung. Sollte sich im Rahmen der Umsetzung herrausstellen, daß Nachbesserungen erforderlich sind, so sollten diese ebenfalls zeitnah umgesetzt werden. Ziel muß ein besserer Schut aller vor den Terrorübergriffen werden bzw., daß es gar nicht mehr dazu kommt.",2017-08-30 14:02:30.343677,NULL,NULL,NULL
10,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Heiko1,"Ein Plan, soweit so gut, aber mit der Umsetzung hapert es. Dazum kommt noch die befindlichkeiten der anderen EU-Staaten!!",2017-08-30 15:12:18.787163,NULL,NULL,NULL
11,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Nicki,"Ich denke die erste Aussage ( Wir schaffen das ) von Frau Angela Merkel, zur Flüchtlingswelle nach Deutschland, wurde sehr emotional und zu schnell ausgesagt. Der Neun Punkte Plan ist nun zumindest eine gute Voraussetzung, um die Menschen schneller zu identifizieren, welche nicht aus Kriegsangst etc. Hilfe und Zuflucht in Europa suchen, sondern einzig und allein das Ziel verfolgen Terror zu verbreiten und uns unsere geliebte Freiheit zu nehmen durch die Verbreitung von Angst und Schrecken, Tod und Leid unschuldiger Mitmenschen.",2017-08-31 08:30:03.922919,NULL,+1|retort,"[""Miss69"", ""Konstanze""]"
12,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Galgoespaniol,"Der Plan ist notwendig, aber es muss auch wirklich etwas passieren.",2017-08-31 08:44:46.438364,NULL,+1|retort,"[""Petra"", ""Konstanze""]"
13,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),nicolehh,"Würde Deutschland neutral sein und sich aus allem raushalten, hätten wir demselben Status wie die Schweiz und würden in relativer Sicherheit leben.",2017-08-31 09:02:07.026211,NULL,+1|retort,"[""Ampelmann""]"
14,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Maxim,Ich finde den neun Punkte Plan ganz gut. Er müsste nur mit allen Konsequenzen umgesetzt werden. Nur mit Reden und Versprechungen kann niemand unser Land schützen.,2017-08-31 09:38:05.713572,NULL,NULL,NULL
15,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Jakob,"Als ""beruhigend"" oder ""angenehm"" kann ich den Plan erst beurteilen, wenn seine Umsetzung realistisch ist und mit Zeitplänen versehen wird, außerdem ergänzt wird (siehe Vorschläge).",2017-08-31 09:58:49.279869,NULL,NULL,NULL
16,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),bepa,"9-Punkte-Plan klingt schon so als würden die Punkte nur nach und nach abgearbeitet werden - wenn überhaupt. Insgesamt eine gute Idee, aber als ich das meiste davon gelesen habe, hätte ich nicht gedacht dass die Regierung dafür extra einen Plan aufstellen und diesen mit viel Aufmerksamkeit bewerben muss. Vieles davon sollte selbstverständlich sein und bereits so ausgeübt werden. Klingt so, als sollen die Bürger damit beruhigt werden...",2017-08-31 10:01:56.957453,NULL,+1|retort,"[""Heiko""]"
17,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Joern,Können Sie das genauer erläutern?,2017-08-31 10:03:34.835726,2,NULL,NULL
18,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),SimbasFrauchen,"Der 9 Punkte -Plan ist an sich gut ,es muss aber eher gehandelt werden.Wichtig ist das das Volk ohne so viel Angst vor Terroranschläge leben kann.",2017-08-31 10:24:20.698163,NULL,NULL,NULL
19,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),thr79,Wahrscheinlich denkt er die AfD wird es richten ..... oder welche Regierung sollte da was besser machen?????,2017-08-31 12:08:49.008393,2,NULL,NULL
20,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),thr79,Na super... würde jeder Staat so denken dann wäre in 5 Jahren der dritte Weltkrieg!,2017-08-31 12:10:13.135279,13,NULL,NULL
21,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Roland,"Mit heißer Nadel gestrickt, ohne Rücksicht auf Datenschutz und die Unschuldsvermutung.",2017-08-31 16:08:40.377431,NULL,+1|retort,"[""Roxy"", ""Arrival""]"
22,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Roxy,Augenwischerei - wir haben unser internes Sicherheitssystem personell kaputt gespart,2017-08-31 17:29:42.072109,NULL,+1|retort,"[""Heiko""]"
23,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Tanteklara,Sollte man sich auch mal dran halten,2017-08-31 18:15:12.585685,NULL,NULL,NULL
24,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),heideulm,"diese Frage stelle ich mir auch, weshalb hilft man Italien nicht!! Weshalb ""duckt"" sich Brüssel diesbezüglich weg und fordert nur?",2017-08-31 20:05:16.356963,6,+1|retort,"[""Ampelmann""]"
25,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),heideulm,der gleichen Meinung bin ich auch,31.08.2017 20:07,8,NULL,NULL
26,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),dallale,"Man könnte meinen, dass Terror nur ""vom Islam ausgeht"". Was ja eh schon falsch formuliert ist. Nicht nur Wasser macht nass. Generell sollte es darum gehen, jeglichen Terror - von welchen Organisationen, ""Religionen"", Gruppen,... zu unterbinden. Im Moment ist ""Terror durch Islamismus"" in aller Munde, da dieser aktuell ist. Vor einigen Jahrzehnten war es eine RAF.",2017-08-31 21:33:31.388926,9,NULL,NULL
27,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Dani205,"Vorschnell, ziellos, planlos, unüberlegt, zur Beruhigung der Massen",2017-09-01 05:06:23.990667,NULL,NULL,NULL
28,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),nicolehh,Quatsch mit Sauce,2017-09-01 06:34:27.394933,20,NULL,NULL
29,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),thr79,"OK, versuchen wir es hier mit einer Gegenfrage...... Was macht die AfD für ""Dich""? OK..... sie möchte: 1. Ausländer raus 2. Grenzen dicht 3. gegen Behinderte und Schwule/Lesben (Hat aber ne lesbische Spitzenkandidatin die in der Schweiz Steuern zahlt) 4. Hat Leute die Rassistisch sind, die ihre Immunität verlieren wegen Lügen! 5. Auf jeder Kundgebung sind 5x so viele Gegner wie Parteifreunde Jetzt die Frage...ist es das was einem AfD Wähler wichtig ist..... oder ist es das, dass es uns gut geht.... und das tut es wenn man andere Länder sieht! Oder lieber 30 Mio. für Panzer als für Schulen? OK, damit wäre dann automatisch auch für AfD Nachwuchs gesorgt! Ganz ehrlich, mir machen AfD und Co. mehr Angst als der Terror....",2017-09-01 07:05:12.07262,28,NULL,NULL
30,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),thr79,Ein 5 Punkte Plan gegen Rassismus und Rechtsradikalismus wäre die bessere Option.... die machen am Ende mehr kaputt..... und wir sind mit Trump und Co. mittendrin statt nur dabei..... Das Thema muss in Schulen besser angesprochen werden.... natürlich ohne Parteinamen zu nennen..... Neutral. Hat ja jeder das Recht zu wählen was er will...... Auch wenn das hier nicht ganz das Thema ist...... der Terror lebt auch von Rassismus!,2017-09-01 07:08:23.784572,NULL,NULL,NULL
31,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Belzebub,So sehe ich das auch,2017-09-01 07:35:28.959929,2,NULL,NULL
32,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Janne,"Wenn die Pläne konkretisiert und umgesetzt werden, kann man sicherlich etwas bewegen. Aber es geht auch darum, die Interessen der Bürger zu wahren und Sicherheit zu schaffen. Hierbei muss man auch Konsequenz zeigen.",2017-09-01 09:59:19.030816,NULL,+1|retort,"[""Konstanze""]"
33,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Cocos89,"Man wird sehen, wann die 9 genannten Punkte auch umgesetzt werden und nicht nur in der Theorie vorhanden sind. Erst dann fühlt man sich etwas sicher und beruhigt.",2017-09-01 10:12:07.508825,NULL,NULL,NULL
34,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),M1991,Es gibt Länder mit viel Erfahrung was Terrorbekämpfung angeht. Mit diesen sollte man sich austauschen.,2017-09-01 10:55:03.281635,NULL,+1|retort,"[""Arrival""]"
35,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Vanessa,"Es geht doch mittlerweile hauptsächlich um Prävention. Und das ist definitiv eine schwierige Angelegenheit. Ein Plan dessen Ziel es ist Sicherheit zu schaffen kann, vereinfacht gesagt, erstmal nicht verkehrt sein.",2017-09-01 11:21:17.00073,NULL,+1|retort,"[""Arrival""]"
36,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Friese,ich lasse mich einmal überraschen was noch passieren muß bis die mal in die Pötte kommen,2017-09-01 13:55:55.990354,NULL,NULL,NULL
37,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Eve,"Der Plan ist gut und wäre noch besser, wenn er auch ausgeführt werden würde.",2017-09-01 16:54:14.545236,NULL,NULL,NULL
38,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Eve,"Gute Ideen, die aber auch ausgeführt werden müssten. Oder ist das nur eine Beruhigung der Wähler vor der Wahl?",2017-09-01 17:04:53.101032,NULL,NULL,NULL
39,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Realitaet,"Hier Stimme ich voll zu. Es dauert zu lange bis etwas umgesetzt wird. Und ob wirklich alles umgesetzt wird , ist auch noch fraglich.",2017-09-01 18:31:12.559959,4,NULL,NULL
